author,content,date,id,review_title
AskMyBuddy,"Hello Peggy,Thank you for the 5 stars, we really really appreciate it!Thanks for your great words too!Ask My Buddy Crew",11 months ago,3c38f5a4-2563-427f-8589-0bc8833415a0,Great app
AskMyBuddy,"Hello ndemoss!Thank you for the 5 stars, we really really appreciate it!We are happy you have set up your own Personal Alert ⨁ Network! Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away.",8 months ago,a55572a7-c9ec-4f27-9770-1c4a53070d42,Great idea
AskMyBuddy,"Hello Julie,Thank you for the 5 stars, we really really appreciate it!We're happy we were able to help! Best regards,Ask My Buddy CrewHint: To help you, your Mom, and your contacts stay familiar with Ask My Buddy, send an alert once a week!",11 months ago,76adfff5-2d1c-4035-a8de-d1a6b1acdfa8,Everyone needs Ask My Buddy
AskMyBuddy,"Hello!Thank you for the 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network.  Remember, the easiest way to alert all of your contacts is to say 'Alexa Ask My Buddy to Send Help'.You may be interested to know about our new Personalized Quick Reference cards that you can print out. This new quick reference is similar to our original, but it will have your information added to it automatically. The Quick Reference will have your login ID, a place to write a hint for your password, and it will add each of your Contact’s names with the command to say.To get your personalized copy, go to www.AskMyBuddy.net, then LOGIN to your account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. There will be 2 images with PDF on them. Tap on the right or bottom most one, 'Personalized for Amazon'. ** Please give it a minute or so while we build it just for you.We recommend hanging this somewhere that you may see it frequently, like a refrigerator, to help you remember what to say when you do need it!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,c20ea436-1bbd-4612-bf24-f56ace382665,AWESOME
AskMyBuddy,"Hello Mary,Thank you for the 5 stars, we really really appreciate it!Hint: To help you and your contacts stay familiar with Ask My Buddy, send an alert once a week!Also - every month in the newsletter we have a different 'Guest alert' to help our users stay in practice. You can even say, 'Alexa, Ask My Buddy to alert powerball.' She will pick some numbers for you, but more importantly, you can stay in practice in how to send an alert.Best regards,Ask My Buddy Crew",10 months ago,8478a48f-5bac-4f83-a856-cd76c4095660,This is great!
AskMyBuddy,"Hello Mrs. Dickens!Thank you for the 5 stars, we really really appreciate it!We are happy you have set up your own Personal Alert ⨁ Network! Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netThank you for the compliment about our support! Best regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,a9608fa2-ed1e-425c-a8b1-1e1156ca763c,Must Have For Singles
AskMyBuddy,"Hello Virginia!Thank you for your review and for 5 stars, we really really appreciate it!Thank you for sharing your experience!  We are very happy to know that Ask My Buddy was able to help you.We hope you are doing well.Best regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.  If you live in a community or building with private security, consider talking with them about being part of your network.",6 months ago,a41103e9-69e6-4076-b2a2-e3b8febc4178,My Buddy certainly worked for me. I am 80 ...
AskMyBuddy,"Hello Lin,Thank you for 5 stars! We really really appreciate it!Thanks for the compliment, you're wonderful, too!Best regards,Ask My Buddy Crew",1 year ago,c109b1f6-e52a-4617-b6d1-40e1c7799474,Wonderful Skill
AskMyBuddy,"Hello Kylee! Thank you for taking time to write a review and for 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",4 months ago,1480c11a-ef1a-4df4-a2c8-4b465649ff0d,Exactly what I was looking for
AskMyBuddy,"Hello John!Thank you for the 5 stars, we really really appreciate it!If you have set up your own Personal Alert ⨁ Network, Welcome! Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netThank you for the compliment about our support! Best regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,e64fd564-59f7-4e06-9b4d-e75fdb7ca7bf,Important Communication Tool
AskMyBuddy,"Hello Shirley!Thank you for the 5 stars, we really really appreciate it!We are happy you have set up your own Personal Alert ⨁ Network! Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netThank you for the compliment about our support! Best regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,5afacbaf-82fd-4cba-b8ca-79c37fddc54d,This will be a great help for us
AskMyBuddy,"Hello Johnny and Mrs Johnny!Thank you for taking time to write a review and for 5 stars! We really appreciate it.How great to have dots all around, they sure are handy!  We encourage you and your wife to try out all the different skills, and to interact with Alexa daily, as this will really help you both remember how to say commands, and will be a lot of fun too. For Ask My Buddy, the easiest command to remember is 'Alexa, Ask My Buddy to Send Help' and all contacts will be alerted.You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will automatically add each Contact’s name with the command to say, and will show the login ID with a place to write a hint for the password. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",1 month ago,bef95f9d-e5d4-4f59-9512-5c473458d177,Ask My Buddy reason enought to get  Alexa
AskMyBuddy,"Hello Deanrn77!Thank you for taking time to write a review and for 5 stars, we really really appreciate it!Thank you for sharing your experience with others.  We are very glad to know that you created a sign for your mom to practice with!   If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",4 months ago,3713c2a0-5954-40a7-9736-70d75da52262,Help at a phrase... Awesome app!!
AskMyBuddy,"Hello Maureen!Thank you for the 5 stars, we really really appreciate it!We are happy to hear you have set up your own Personal Alert ⨁ Network, set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,6367a2cd-082e-4600-95ff-4958cc1d4e90,excellent!
AskMyBuddy,"Hello Sharon!Thank you for the 5 stars, we really really appreciate it!If you have set up your own Personal Alert ⨁ Network, set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,1c720f89-69f5-4056-b34c-3892d7951bf4,Five Stars
AskMyBuddy,"Hello John!Thank you for the 5 stars, we really really appreciate it!We are happy to hear you have set up your own Personal Alert ⨁ Network, set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,0a46738e-05a7-4739-8e39-2685ee7e1a4a,Amazing
AskMyBuddy,"Hello P.!Thank you for your review and for 5 stars, we really really appreciate it!We are happy to hear that you have set up a Personal Alert ⨁ Network. You may be interested to know about our new Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.  If you live in a community or building with private security, consider talking to them about being part of your network.",6 months ago,21273ac6-9d8b-46cb-b344-ccee6b29ca07,Fantastic
AskMyBuddy,"Hello Frank!Thank you for the 5 stars, we really really appreciate it!We are happy to hear you have set up a Personal Alert ⨁ Network for your parents.  Encourage them to send an alert once a week! This will help them, you, and their contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netRegarding updating the Contacts list:  The Alexa companion application (or via Amazon.com skill page) allows users to Find, Enable, and Link skills to their Alexa devices.  For skills that use Linking, that function connects Alexa to the information from another service, in this case, Ask My Buddy.  To make changes to your Ask My Buddy account, you will need to log in at www.askmybuddy.net   Neither Amazon.com or the Alexa companion application, have a way to access external websites.  Here is a link to our Quick Guide, just scroll down to the second section 'Add or Edit Contacts'.  https://askmybuddy.net/quick_start.phpHappy Holidays,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,ecf9261c-221a-4f07-9497-2ba820ed756a,Love it
AskMyBuddy,"Hello zonagirl!Thank you for your review and for pointing out that no matter a persons age or ability, our skill is available for any need.We are happy to hear that you have set up a Personal Alert ⨁ Network. You may be interested to know about our new Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netWe hope your foot has healed well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.  If you live in a community or building with private security, consider talking to them about being part of your network.",6 months ago,5e341a52-81df-4e04-b7f4-9a6b3ff8ee70,Great service to have !
AskMyBuddy,"Hello Wynelle!Thank you for the 5 stars, we really really appreciate it!  Thank you for sharing your experience with others.  We are happy to hear that you have set up your own Personal Alert ⨁ Network. We are very happy to know that we are able to provide a service that helps you.  It makes our hearts feel good about what we do, and we are very grateful to the community for supporting Ask My Buddy, so this service can be available to everyone.Remember, the easiest way to alert all of your contacts is to say 'Alexa Ask My Buddy to Send Help'.You may be interested to know about our new Personalized Quick Reference cards that you can print out. This new quick reference is similar to our original, but it will have your information added to it automatically. The Quick Reference will have your login ID, a place to write a hint for your password, and it will add each of your Contact’s names with the command to say.To get your personalized copy, go to www.AskMyBuddy.net, then LOGIN to your account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'.  ** Please give it a minute or so while we build it just for you.We recommend hanging this somewhere that you may see it frequently, like a refrigerator, to help you remember what to say when you do need it!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,b3950750-76c0-41ce-a661-ceb2f0096d20,My Buddy is such a comfort to have!
AskMyBuddy,"Hello LaCarol!Thank you for the 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. You may be interested to know about our new Personalized Quick Reference cards that you can print out. This new quick reference is similar to our original, but it will have your information added to it automatically. The Quick Reference will have your login ID, a place to write a hint for your password, and it will add each of your Contact’s names with the command to say.To get your personalized copy, go to www.AskMyBuddy.net, then LOGIN to your account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. There will be 2 images with PDF on them. Tap on the right or bottom most one, 'Download Personalized Quick Reference card'. ** Please give it a minute or so while we build it just for you.We recommend hanging this somewhere that you may see it frequently, like a refrigerator, to help you remember what to say when you do need it!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,54950d33-28fa-46fb-8c1e-91e98ffa333c,"I enabled this app, just in case we should ..."
AskMyBuddy,"Hello Francis,Thank you for the 5 stars, we really really appreciate it!To help you and your contacts stay familiar with Ask My Buddy, set a schedule to send an alert once a week!Also - every month in the newsletter we have a different 'Guest alert' to help you stay in practice. If you need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",9 months ago,a349fbe7-1a9e-4d2e-98ae-ae2493414e55,Perfect for people with health issues
AskMyBuddy,"Hello Jeffrey! Thank you for the 5 stars, we really really appreciate it and we also appreciate your kind words!We are really happy that you have set up your own Personal Alert ⨁ Network. If you ever need anything, please send email to support@askmybuddy.net Be well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,7b8b9585-ad29-46ec-aa37-ea5122d83874,"Practical Skill, Helpful and Totally Useful"
AskMyBuddy,"Hello RVG!Thank you for the 5 stars, we really really appreciate it, and thank you very much for your kind words.We are happy to hear you have set up your own Personal Alert ⨁ Network, but we truly hope you will not take a fall!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'  Ask My Buddy is designed as a way for you to quickly reach your own Personal Alert ⨁ Network.  Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,dfebd950-2a61-413c-b503-f6466440009c,Just wanted to take a moment to thank the creators ...
AskMyBuddy,"Hello Barb!Thank you for the 5 (6! wow - we are so grateful!) stars, we really really appreciate it!We are happy to hear you have set up a Personal Alert ⨁ Network. We encourage you to send an alert once a week! This will help you, and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netHappy Holidays,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",7 months ago,618009b9-db2a-43c2-828c-414dd1f860c7,Great idea! Works well.
AskMyBuddy,"Hello F.J.!Thank you for taking time to write a review and for 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",4 months ago,f7eac446-5348-49e5-a02e-d7b2e3a8d77f,just perfect
AskMyBuddy,"Hello Curt!Thank you for taking time to write a review and for 5 stars, we really really appreciate it!We are happy to hear that you have set your own Personal Alert ⨁ Network. You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",5 months ago,5f5f2091-7d96-46ff-ba1a-bb0b867731b6,Who you going to call?
AskMyBuddy,"Hello John!Thank you for the 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network.  We are very happy to know that we are able to provide a service that helps you, it makes our hearts feel good about what we do, and we are very grateful to the community for supporting Ask My Buddy, so this service can be available to everyone.If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,abf17c87-6566-4411-affa-e6ebc5906dcd,This is just perfect. I am a quadriplegic
AskMyBuddy,"Hello V.! Thank you for the 5 stars, we really really appreciate it!Thank you for sharing your story, and we are really happy that you are all set up with your own Personal Alert ⨁ Network.  If you ever need anything, please send email us again!  Be well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'  Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.  Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,bb7f9b61-45ea-478d-819c-eb543e501ff1,#1 in my book.
AskMyBuddy,"Hello Andrea!Thank you for the 5 stars, we really really appreciate it!We are happy to hear you have set up a Personal Alert ⨁ Network. We encourage you to send an alert once a week! This will help you, and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netHappy Holidays,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",7 months ago,f2b67ce0-7bf2-4147-b801-c8068311b6f3,"TRY IT, YOU WILL LIKE IT!"
AskMyBuddy,"Hello Yes,If you ever have an emergency, please call 911.It is not allowed to use an automated method to call 911, particularly with these devices as there is no GPS or validated address that can be provided to emergency services.  You can take your Echo or Dot with you when you travel!  Additionally, there is no voice capability for 911 services to communicate with you.Ask My Buddy is designed as a way for you to quickly reach your own Personal Alert ⨁ Network.  Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.  Please contact support@askmybuddy.net if we can answer any questions for you.The Ask My Buddy Crew",7 months ago,12b804c2-699c-4bba-9ea1-f3c1566f199f,What about 911
AskMyBuddy,"Hello DrunkKookie!Thank you for the 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. It is great that you are also using Ask My Buddy from your Alexa enabled tablet! You may be interested to know about our new Personalized Quick Reference cards that you can print out. This new quick reference is similar to our original, but it will have your information added to it automatically. The Quick Reference will have your login ID, a place to write a hint for your password, and it will add each of your Contact’s names with the command to say.To get your personalized copy, go to www.AskMyBuddy.net, then LOGIN to your account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. There will be 2 images with PDF on them. Tap on the right or bottom most one, 'Download Personalized Quick Reference card'. ** Please give it a minute or so while we build it just for you.If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,8d3a35c6-f1d9-4430-b356-d7322fa66955,Five Stars
AskMyBuddy,"Hello Rhoslyn!Thank you for the 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. We are very happy to know that we are able to provide a service that helps you, it makes our hearts feel good about what we do, and we are very grateful to the community for supporting Ask My Buddy, so this service can be available to everyone.Remember, the easiest way to alert all of your contacts is to say 'Alexa Ask My Buddy to Send Help'.You may be interested to know about our new Personalized Quick Reference cards that you can print out. This new quick reference is similar to our original, but it will have your information added to it automatically. The Quick Reference will have your login ID, a place to write a hint for your password, and it will add each of your Contact’s names with the command to say.To get your personalized copy, go to www.AskMyBuddy.net, then LOGIN to your account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. There will be 2 images with PDF on them. Tap on the right or bottom most one, 'Personalized for Amazon'. ** Please give it a minute or so while we build it just for you.We recommend hanging this somewhere that you may see it frequently, like a refrigerator, to help you remember what to say when you do need it!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,d9c9b256-eb63-4197-aadc-a44170f4d570,Ask My Buddy
AskMyBuddy,"Hello R. Main!Thank you for taking time to write a review and for 5 stars!  We really appreciate it.We encourage you to try out all the different skills, and to interact with Alexa daily, as this will really help you remember how to say commands, and will be a lot of fun too. For Ask My Buddy, the easiest command to remember is 'Alexa, Ask My Buddy to Send Help' and all of your contacts will be alerted.You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will automatically add each Contact’s name with the command to say, and will show the login ID with a place to write a hint for the password. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",2 months ago,21deb0ab-2889-4ccf-854c-bc7906dba1ad,Essential Echo skill
AskMyBuddy,"Hello Phatmint!Thank you for the 5 stars, we really really appreciate it!We are happy you have set up your own Personal Alert ⨁ Network! Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,9274deed-823c-4323-bc30-1543c4c3bf32,My Savior!
AskMyBuddy,"Hello!Thank you for the 5 stars, we really really appreciate it!To help you and your contacts stay familiar with Ask My Buddy, set a schedule to send an alert once a week!Also - every month in the newsletter we have a different 'Guest alert' to help you stay in practice. If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",9 months ago,37ea70ae-ddb1-45a5-af92-8846b7670958,Thankful!!!
AskMyBuddy,"Hello S. C. Miller,Thank you for 5 stars!  We really really appreciate it!Very glad you tested it out with your 'buddies'.   It's best when your whole Personal Alert Network knows what to expect.If you have any questions, please drop us an email support@askmybuddy.netBest regards!Ask My Buddy Crew",1 year ago,73c43eca-1a17-406f-bd64-c0c659e4d13a,Feeling of Security
AskMyBuddy,"Hello Chris,Thank you for your review, we really appreciate it.Thanks for your kind words and recommending us too!Best regards,Ask My Buddy CrewHint: To help you and your contacts stay familiar with Ask My Buddy, send an alert once a week!",10 months ago,a6219672-0289-423a-b71e-28e3845a5bb8,Great Emergency Notification App
